winery,wine,year,rating,num_review,region,price,type,grapes
Celler Masroig,Solà Fred 2020,2020,"3,6",125,España / Cataluña / Tarragona / Montsant,"5,31",Vino tinto,100 % de Cariñena
Lan,Viña Lanciano Reserva 2015,2015,"4,2",614,España / Rioja,"15,10",Vino tinto,100 % de Tempranillo
Palomo Cojo,Verdejo 2021,2021,"3,9",132,España / Castilla y León / Rueda,"7,30",Vino blanco,Verdejo
Bodegas Aragonesas,Coto de Hayas Garnacha - Syrah 2020,2020,"3,5",125,España / Aragón,"4,40",Vino tinto,"Shiraz/Syrah, Garnacha"
Raúl Pérez,Ultreia Valtuille Mencía 2011,2011,"4,0",132,España / Castilla y León / Bierzo,"40,83",Vino tinto,100 % de Mencia
Palacio de Primavera,Vendimia Seleccionada Reserva 2015,2015,"3,8",1580,España / Rioja,"11,90",Vino tinto,100 % de Tempranillo
El Perro Verde,Rueda 2020,2020,"3,8",738,España / Castilla y León / Rueda,"10,55",Vino blanco,100 % de Verdejo
Remírez de Ganuza,Trasnocho 2010,2010,"4,4",265,España / Rioja,"133,75",Vino tinto,"Tempranillo, Malvasia, Graciano"
El Grifo,Lias 2018,2018,"3,8",45,España / Islas Canarias / Lanzarote,"18,50",Vino blanco,Malvasia
Agricola de Cadalso,Syrah 2018,2018,"3,4",76,España / Madrid,"9,40",Vino tinto,Shiraz/Syrah
Clos Pons,Alges 2015,2015,"4,0",144,España / Cataluña / Costers del Segre,"10,95",Vino tinto,"Shiraz/Syrah, Tempranillo, Garnacha"
Condado de Haza,Crianza Ribera del Duero 2018,2018,"4,0",1764,España / Castilla y León / Ribera del Duero,"12,35",Vino tinto,100 % de Tempranillo
Finca Albret,La Viña de Mi Madre Reserva 2015,2015,"4,2",68,España / Navarra,"23,50",Vino tinto,"95 % de Cabernet Sauvignon, 5 % de Merlot"
Jiménez-Landi,Piélago 2017,2017,"3,7",33,España / Castilla / Méntrida,"30,10",Vino tinto,100 % de Garnacha
Bodegas Lunares,Lunares Tinto 2013,2013,"3,4",50,España / Andalucía / Málaga,"10,44",Vino tinto,"Shiraz/Syrah, Garnacha, Tintilla de Rota"
Muga,Conde de Haro Brut Rosé N.V.,7618,"3,8",349,España / Cava,"19,75",Vino espumoso,100 % de Garnacha
Les Cousins Marc & Adrià,Sagesse 2015,2015,"4,0",54,España / Cataluña / Priorato,"22,50",Vino tinto,100 % de Cariñena
